,movie_link,title,description,genres,date_released
5513,m/dinner_with_friends,Dinner with Friends,"Based on the award-winning play by Donald Margulies, this film follows food critic couple Gabe (Dennis Quaid) and Karen (Andie MacDowell), who believe they are living in domestic bliss. They are disabused of that illusion one evening, however, when one of their best friends, Beth (Toni Collette), reveals that her husband (Greg Kinnear) is leaving her for ""some stewardess."" This comes as a blow to Gabe and Karen, and the shock causes them to take a long, hard look at their own marriage.","Comedy, Drama, Television",2001-08-11
2975,m/at_first_light,At First Light,"A high school senior, Alex, has an encounter one night with mysterious lights,and it leaves her with dangerous, supernatural abilities but no recollection of who she is or how she got the powers. She then comes across her friend Sean, who offers to take her into his home until she is better. However, when a mysterious organization with questionable motives tracks her down, the two are forced to run away, embarking on an adventure to unearth the truth of what actually transpired that one night.",Drama,2018-09-28
1146,m/1077062-van,The Van,"Given his experience working with food, it's hardly surprising that after losing his job at a bakery, Brendan ""Bimbo"" Reeves (Donal O'Kelly) becomes successful selling fried morsels from a van. He hires Larry (Colm Meaney), his best friend, to help, but having Bimbo for a boss doesn't improve their relationship. The van is eventually closed down by a health inspector -- which Bimbo thinks is because Larry ratted him out over questionable food prep techniques -- and their friendship is severed.","Comedy, Drama",1997-05-16
10694,m/mrs_brown,Mrs. Brown,"After the death of her beloved husband, Prince Albert, Queen Victoria (Judi Dench) withdraws from public life, so the court appoints a former servant of the prince, John Brown (Billy Connolly), to help her recover from her grief. Brown's unorthodox ways and disdain for protocol draw the queen out of her shell, and the brash Scot becomes her sole confidant. However, their growing closeness causes a stir, as scandalous rumors begin circulating about the exact nature of their relationship.","Drama, Romance",1997-07-18
14866,m/the_double_2013,The Double,An awkward office drone (Jesse Eisenberg) becomes increasingly unhinged after a charismatic and confident look-alike takes a job at his workplace and seduces the woman (Mia Wasikowska) he desires.,Comedy,2014-05-09
8359,m/infini_2015,Infini,Members of a search-and-rescue team uncover a global threat after traveling to a mining colony in outer space.,"Drama, Science Fiction & Fantasy",2015-05-08
1776,m/1211532-friends_of_eddie_coyle,The Friends of Eddie Coyle,"Aging Boston gunrunner Eddie Coyle (Robert Mitchum) is looking at several years of jail time for a hold-up if he doesn't funnel information to Dave Foley (Richard Jordan), an ATF agent. Eddie buys some guns from another gunrunner, Jackie Brown (Steven Keats), then gives him up to Foley, but the agent isn't satisfied. Conflicted, Eddie decides to also give up the gang of bank robbers he's been supplying, only to find that Foley already knows about them, and the mob believes Eddie snitched.","Classics, Drama, Horror, Mystery & Suspense",1973-06-26
934,m/1041082-sea_wolf,The Sea Wolf,"In 1900, fugitives George Leach (John Garfield) and Ruth Brewster (Ida Lupino), along with writer Humphrey Van Weyden, board the seal ship the ""Ghost,"" under the command of callous Wolf Larsen (Edward G. Robinson). Ruth languishes sick below decks, while Leach and Van Weyden witness how Larsen's cruelty has hardened the crew. Van Weydon discovers that the ""Ghost"" is not a seal ship, but fleeing Larsen's brother, and that the captain has a deeper, darker secret that threatens the entire crew.","Action & Adventure, Classics, Drama",1941-01-01
5757,m/dreams_with_sharp_teeth,Dreams With Sharp Teeth,"A profile of Harlan Ellison, a prolific fiction writer.","Documentary, Special Interest",2008-06-04
11246,m/obvious_child,Obvious Child,"An immature, newly unemployed comic (Jenny Slate) must navigate the murky waters of adulthood after her fling with a graduate student (Jake Lacy) results in an unplanned pregnancy.","Comedy, Romance",2014-06-06
13495,m/so_close,So Close,"Lynn (Shu Qi) is a professional assassin, hacker and espionage specialist. While her shyer sister, Sue, handles the computer aspects of missions at home, Lynn takes on all the dangerous tasks. Sue resents Lynn for underestimating her, though Lynn is just trying to protect her younger sister. Police detective Hong (Karen Mok) pursues the two after they successfully kill the chairman of a major company, but all three must work together when a common enemy wants them dead.","Action & Adventure, Art House & International, Drama, Science Fiction & Fantasy",2003-06-21
10478,m/mission_impossible_rogue_nation,Mission: Impossible Rogue Nation,"With the IMF now disbanded and Ethan Hunt (Tom Cruise) out in the cold, a new threat -- called the Syndicate -- soon emerges. The Syndicate is a network of highly skilled operatives who are dedicated to establishing a new world order via an escalating series of terrorist attacks. Faced with what may be the most impossible mission yet, Ethan gathers his team and joins forces with Ilsa Faust (Rebecca Ferguson), a disavowed British agent who may or may not be a member of this deadly rogue nation.",Action & Adventure,2015-07-31
10545,m/monsieur_lazhar_2011,Monsieur Lazhar,A recent emigrant (Fellag) of Algeria takes over a Canadian classroom after a teacher's tragic death.,"Art House & International, Comedy, Drama",2012-04-13
14114,m/survive_the_night_2020,Survive the Night,A doctor and his family are held hostage by a wounded gunman and his unhinged brother.,"Action & Adventure, Mystery & Suspense",2020-05-20
17651,m/your_highness,Your Highness,"Prince Thadeous (Danny McBride) has always lived his life in the shadow of his brother, the heir apparent, Prince Fabious (James Franco). Tired of always being passed over, Thadeous is now content to slack off, drink mead and enjoy the company of a maiden or two, while Fabious has fabulous adventures. But when an evil wizard kidnaps Fabious' fiancee (Zooey Deschanel), Thadeous has no choice but to find his inner hero and join his brother's quest to save her.",Comedy,2011-04-08
16936,m/vita_and_virginia,Vita & Virginia,"A love affair develops between author Vita Sackville-West and literary icon Virginia Woolf, inspiring one of Woolf's greatest works.","Drama, Romance",2019-08-23
15317,m/the_last_full_measure,The Last Full Measure,Airman William H. Pitsenbarger Jr. is awarded the Medal of Honor for his service and actions on the battlefield.,Drama,2020-01-24
12171,m/qianxi-manbo-millennium-mambo,Millennium Mambo (Qianxi Manbo),"The beautiful Vicky (Shu Qi) drifts through her empty life in the sprawling metropolis of Taipei, Taiwan, maintaining a pointless relationship with her loser DJ boyfriend, Hao-Hao (Tuan Chun-hao), and an unsatisfying career as a nightclub hostess. As her romance becomes increasingly strained, she decides to take up with Jack (Jack Kao), a caring but criminally connected businessman. But this new relationship can't change Vicky's aimless nature, and her future remains as doubtful as ever.","Art House & International, Drama",2001-10-08
16020,m/the_wedding_ringer,The Wedding Ringer,"Socially awkward Doug Harris (Josh Gad) is two weeks from marrying the gal (Kaley Cuoco-Sweeting) of his dreams, but he has a problem: He doesn't have any groomsmen for the occasion. Desperate and running out of time, Doug calls upon Jimmy Callahan (Kevin Hart), owner and operator of Best Man Inc., a company that provides attendants for friendless grooms. As Doug tries to pull off the con, a bromance unexpectedly blossoms between Jimmy and himself.",Comedy,2015-01-16
7900,m/hot_shots_part_deux,Hot Shots! Part Deux,"After multiple special teams fail to rescue a growing population of hostages held by Iraqi dictator Saddam Hussein (Jerry Haleva), retired Navy pilot and American hero Topper Harley (Charlie Sheen) is called back to active duty once again. On orders from President Benson (Lloyd Bridges), Harley and his partners, Harbinger (Miguel Ferrer) and Rabinowitz, parachute into Iraq and struggle to free the hostages -- including the husband (Rowan Atkinson) of Harley's old flame, Ramada (Valeria Golino).","Action & Adventure, Comedy",1993-05-21
778,m/1021244-thing,The Thing,"In remote Antarctica, a group of American research scientists are disturbed at their base camp by a helicopter shooting at a sled dog. When they take in the dog, it brutally attacks both human beings and canines in the camp and they discover that the beast can assume the shape of its victims. A resourceful helicopter pilot (Kurt Russell) and the camp doctor (Richard Dysart) lead the camp crew in a desperate, gory battle against the vicious creature before it picks them all off, one by one.","Horror, Science Fiction & Fantasy",1982-07-01
14861,m/the_dog_lover,The Dog Lover,An animal rights activist (Allison Paige) poses as a college intern to investigate possible abuse on a dog-breeding farm.,Drama,2016-07-08
9918,m/madagascar_3_europes_most_wanted_2012,Madagascar 3: Europe's Most Wanted,"Animal pals Alex (Ben Stiller), Marty (Chris Rock), Melman (David Schwimmer) and Gloria (Jada Pinkett Smith) are still trying to make it back to New York's Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois (Frances McDormand) picks up their scent, Alex and company are forced to hide out in a traveling circus.","Action & Adventure, Animation, Comedy, Kids & Family",2012-06-08
