,movie_link,critic_name,review_type,review_date,content
579,m/1017666-road_house,Variety Staff,Rotten,2008-01-08,"Its vigilante justice, lawlessness and wanton violence feel ludicrous in a modern setting."
580,m/1017666-road_house,Tom Tunney,Fresh,2008-04-15,"An immensely enjoyable slice of romanticised fisticuffs, this is a Western in every respect except the stetsons and six guns."
581,m/1017666-road_house,Jonathan Rosenbaum,Rotten,2012-04-30,Eventually it mutates into a paranoid revenge plot that might be called Walking Short.
582,m/1017666-road_house,Peter Travers,Rotten,2001-05-12,The grotesque soon drowns out the giggles.
583,m/1017666-road_house,Film4 Staff,Fresh,2008-04-15,"Good-natured enough, but essentially an excuse for lots of mindless violence perpetrated by one-dimensional characters."
584,m/1017666-road_house,Bill Chambers,Fresh,2003-02-04,Road House gets by on dingbat charm.
585,m/1017666-road_house,Luke Y. Thompson,Fresh,2002-12-30,"The director's name is ""Rowdy,"" and that's all you need to know about this redneck rampage. Yee-ha!"
586,m/1017666-road_house,Ryan Syrek,Fresh,2020-03-20,Rewatching Road House isn't just a snort of nostalgia from a time when cocaine was more prevalent in bathrooms than hand sanitizer. It is a reminder of a whole genre of film that has dried up.
587,m/1017666-road_house,Matt Brunson,Rotten,2016-09-17,This titter-worthy picture is basically like 1988's Cocktail with multiple fractures added for good measure.
588,m/1017666-road_house,John J. Puccio,Rotten,2003-01-30,"...your quintessential dumb, macho, guy's movie, with gratuitous sex and violence at every turn."
589,m/1017666-road_house,Roger Ebert,Rotten,2000-01-01,"This is not a good movie. But viewed in the right frame of mind, it is not a boring one, either."
590,m/1017666-road_house,Gene Siskel,Rotten,2013-06-25,Road House is startling because of the intensity of its violence and because of Swayze's mindless posturing.
591,m/1017666-road_house,Hal Hinson,Rotten,2000-01-01,"Road House lays out its story with the subtlety of a wrestling match, and probably with less sharpness or savvy."
592,m/1017666-road_house,People Staff,Rotten,2019-03-26,Vulgarity isn't the movie's main vice. Hypocrisy is.
593,m/1017666-road_house,Barbara Shulgasser,Rotten,2019-08-06,"Bouncer tames bar in '80s classic; sex, violence, drinking."
594,m/1017666-road_house,Desmond Ryan,Rotten,2013-06-12,"All Road House amounts to is a botched southern, and it's not worth a detour."
595,m/1017666-road_house,TV Guide Staff,Rotten,2008-01-08,"Swayze is up to a part that requires him merely to show his muscles and dexterity, but Gazzara is trapped in his hopelessly evil caricature, leaving Sam Elliott (in a too-limited role) to provide the film's only real charm."
596,m/1017666-road_house,Alex Sandell,Rotten,2005-07-25,I hated this movie as a teen. Haven't seen it since.
597,m/1017666-road_house,Sheila Benson,Rotten,2019-03-27,"But in deep ""Road House"" country... and the undefined made crassly visible, there isn't a whiff of romance anywhere, any more than there's a single jot of common sense."
598,m/1017666-road_house,Kevin N. Laforest,Fresh,2006-07-27,"Badass brawls, broken beer bottles, booming beats, big boobs and bad blood."
599,m/1018885-shooting,Ed Gonzalez,Fresh,2001-05-02,"The film's ending is a favorite amongst cultists and it acts as the paradigm of Camus' thinking: stoic, but humane, and advocating nature over violence."
600,m/1018885-shooting,Jeffrey M. Anderson,Fresh,2003-02-27,"An all-time great ""B"" Western with metaphysical undertones."
601,m/1018885-shooting,Ed Gonzalez,Fresh,2004-05-15,"Doesn't ask to be taken as an existentialist mechanism per say, though it certainly functions as one."
602,m/1018885-shooting,Dennis Schwartz,Fresh,2005-12-27,"If there ever was an existential Western, this one is it."
603,m/1018885-shooting,Jeffrey M. Anderson,Fresh,2006-02-11,One of my favorite Westerns.
604,m/1018885-shooting,Brian Holcomb,Fresh,2010-02-01,"What is most intriguing about ""The Shooting"" is the constant sense of undefined menace throughout."
605,m/1018885-shooting,Fernando F. Croce,Fresh,2014-07-30,Hellman's superb frontier cryptogram
606,m/1018885-shooting,John Beifuss,Fresh,2014-11-13,An ambiguously motivated and almost surreal revenge film so open to interpretation it could be the '2001' of Westerns.
607,m/1018885-shooting,Noel Murray,Fresh,2014-11-17,"The Shooting keeps making the Western genre feel new, as though it had no conventions."
608,m/1018885-shooting,Richard Brody,Fresh,2016-07-05,Hellman's tight telephoto shots press the characters entomologically against the barren landscape; he revels in the technical charms of the medium and the scruffiness of his B-movie budget as audaciously as a French New Wave director.
609,m/1018885-shooting,Dick Lochte,Fresh,2020-01-08,"[Monte] Heilman was a director who deserved attention, even six years ago."
610,m/1018885-shooting,Philip Strick,Fresh,2020-02-12,"Heilman a master in the art of putting his camera, quite unpredictably, in the right place at the right time. He matches the absorbing imprecision of his subject with a spectacular precision of technique"
611,m/1018885-shooting,Nathanael Hood,Fresh,2020-05-27,It's easy to dismiss the deliberately obfuscated characters and inexplicable plot as arthouse pretentiousness. One's mileage depends on one's patience for postmodernism.
612,m/1018885-shooting,Margaret Hinxman,Fresh,2020-06-01,"The sound is poor. The colour erratic. It looks as if it has been shot on the backlot of Republic Pictures instead of on location. Yet better than any Western I have sees in, well, years, it conveys the original suspense of the genre."
613,m/1019828-star_is_born,Frank S. Nugent,Fresh,2003-05-20,"Good entertainment by any standards, including the artistic, and convincing proof that Hollywood need not travel to Ruritania for its plots; there is drama aplenty in its own backyard."
614,m/1019828-star_is_born,Ken Hanke,Fresh,2003-08-21,William A. Wellman's original 1937 A Star Is Born is the essential Hollywood cautionary tale.
615,m/1019828-star_is_born,Tom Milne,Fresh,2006-02-09,"Wellman's non-musical version, though starting more sentimentally with Gaynor as a wide-eyed innocent dreaming every girl's dream of stardom... develops a much more caustic edge, maintaining a bitterly critical distance from the dream factory."
616,m/1019828-star_is_born,Variety Staff,Fresh,2008-08-28,The highly commendable results are achieved with a minimum of satiric hokum and a maximum of honest story telling.
617,m/1019828-star_is_born,Emanuel Levy,Fresh,2011-01-23,"Starring Janet Gaynor and Frederic March in Oscar-nominated roles, this first version of the famous Hollywood story was directed by William Wellman; it was remade in 1954 with Judy Garland, and in 1976 with Barbra Streisand."
618,m/1019828-star_is_born,Scott Nash,Fresh,2018-10-03,"Although Gaynor's performance isn't as dramatically strong as Garland's, they are both classic versions of the same story. They each have plenty to recommend about them and it's hard to say which is the better version."
619,m/1019828-star_is_born,Tony Sloman,Fresh,2018-10-03,Gaynor and March are superb and Hollywood itself is well depicted in early three-strip Technicolor.
620,m/1019828-star_is_born,Dave Kehr,Fresh,2018-10-03,"this 1937 William Wellman-David O. Selznick production (itself a partial remake of Cukor's 1932 What Price Hollywood?) is extremely watchable, not least because of the Technicolor portrait it paints of art deco Hollywood."
621,m/1019828-star_is_born,THR Staff,Fresh,2018-10-10,Does the industry a marked service. Without missing its comedies or its fascinations of whitewashing its follies and its heartbreaks it contrives to give an essentially authentic and a wholesome portrait.
622,m/1019828-star_is_born,Asher Luberto,Fresh,2019-02-18,"A Star Is Born is a swooning lyrical triumph, one of those rare instances in which Hollywood reflexivity pays off."
623,m/1019828-star_is_born,Matthew Lucas,Fresh,2019-08-06,Golden Age studio filmmaking at its best.
624,m/1019828-star_is_born,Ann Ross,Fresh,2019-08-07,One of the most humanly revealing pictures of the movie colony that the screen has ever produced.
625,m/1020451-summer_school,Shane Burridge,Fresh,2000-01-01,A surprise for anyone expecting just another dumb teen sex comedy
626,m/1020451-summer_school,Rita Kempley,Fresh,2000-01-01,"The moral is a sweet one: If you try, you never fail. The world is graded on a curve."
627,m/1020451-summer_school,Roger Ebert,Rotten,2000-01-01,"A comedy so listless, leisurely and unspirited that it was an act of the will for me to care about it, even while I was watching it."
628,m/1020451-summer_school,Desson Thomson,Rotten,2000-01-01,"Here are some of Summer School's favorite things: idiocy, illiteracy, irresponsibility, drunkenness, dumbness and debauchery. Piqued?"
629,m/1020451-summer_school,Chuck Rudolph,Fresh,2002-07-25,"Above average comedy. Mark Harmon is perfectly down to earth, and the supporting characters are all memorable."
630,m/1020451-summer_school,Widgett Walls,Fresh,2002-10-08,"Good-hearted, light-headed comedy."
631,m/1020451-summer_school,Gerry Shamray,Fresh,2003-02-06,Not as lame as you'd think. It really is funny.
632,m/1020451-summer_school,Janet Maslin,Rotten,2003-05-20,"Mr. Harmon has an easygoing attractiveness, but neither he nor anyone else seems comfortable with the film's antic pace. And for all its busyness, this comedy has no real focus, ricocheting from character to character with wearying abandon."
633,m/1020451-summer_school,Christopher Null,Fresh,2004-05-31,if there was any justice in the world we'd be seeing reruns of this on TNT every Sunday instead of endless repeats of Sixteen Candles and its ilk
634,m/1020451-summer_school,Ken Hanke,Fresh,2004-08-02,Okay teen/romantic comedy with pleasant players.
635,m/1020451-summer_school,Bob Bloom,Rotten,2004-10-19,Cliches abound in this silly outing. Not the brightest moment for any of those involved.
636,m/1020451-summer_school,Geoff Andrew,Fresh,2006-06-24,"A bit bland compared to Reiner's Steve Martin comedies, but engagingly played."
637,m/1020451-summer_school,Scott Weinberg,Fresh,2007-05-14,Reiner keeps everything moving while letting Harmon do the heavy lifting as his young co-stars sprinkle the chuckles around.
638,m/1020451-summer_school,Brian Orndorf,Fresh,2007-05-15,"Summer School might lack a hipster razor edge, but its funnybone personality is larger than life. It's a film I adore for its purity of intentions."
639,m/1020451-summer_school,TV Guide Staff,Rotten,2007-07-25,Another failure in Harmon's attempt to move from TV to the big screen.
640,m/1020451-summer_school,Caffeinated Clint,Fresh,2008-10-26,A comic delight... Harmon and Alley are great together
641,m/1020451-summer_school,David Nusair,Fresh,2018-05-08,"It's clear, increasingly so, that the picture's hit-and-miss environment is more miss than hit..."
642,m/1020451-summer_school,Bob Thomas,Fresh,2020-03-24,"An endearing, convulsively funny and faintly thoughtful hot-weather entertainment."
643,m/1020660-suspicion,Ken Hanke,Fresh,2002-11-25,"Good, but not entirely satisfactory Hitchcock opus."
644,m/1020660-suspicion,Edwin Schallert,Fresh,2019-04-20,"At times even the audience believes as the woman does. At other times doubt intrudes. This is where Suspicion shines as especially deft and adroit, and loyal also to Hitchcock precedent for keeping both characters and spectators guessing."
645,m/1020660-suspicion,David Nusair,Fresh,2020-04-11,Filmmaker Alfred Hitchcock delivers a slow-moving yet consistently watchable drama that boasts brief instances of thriller-like plot twists...
646,m/1020660-suspicion,Mike Massie,Fresh,2020-08-15,The Master of Suspense definitely knows how to pick a winning project; delusion and coincidence turn out to be incredibly powerful tools in his hands.
647,m/1020660-suspicion,Elena de la Torre,Fresh,2019-09-10,A magnificent triumph in terms of direction and acting. [Full Review in Spanish]
648,m/1020660-suspicion,Nell Minow,Fresh,2004-01-23,Watch out for that glass of milk!
649,m/1020660-suspicion,Bosley Crowther,Fresh,2000-01-01,Mr. Hitchcock is probably the most artful sophist working for the films -- and anyone who doesn't think so should see Suspicion.
650,m/1020660-suspicion,Emanuel Levy,Fresh,2009-01-06,"The disappointingly neat coda has led to the dismissal of the film as second-tier Hitchcock, but up to that ending, the critique of marriage is so provocative, the imagery so powerful, and the acting so good that it's extremely enjoyable to watch."
651,m/1020660-suspicion,Dave Kehr,Fresh,2008-02-11,"Everyone concedes that this 1941 Hitchcock film is a failure, yet it displays so much artistic seriousness that I find its failure utterly mysterious."
652,m/1020660-suspicion,Eric Lurio,Fresh,2004-12-21,Great classic Hitch.
